file_size_bytes,file_extension,mime_type,creation_time_delta,entropy,num_strings,avg_string_length,printable_ratio,null_byte_ratio,number_of_sections,has_executable_flag,has_macros,imported_functions_count,suspicious_api_score,source_channel,user_privilege_level,access_time_category,class_label,split,record_id
5543948.0,.log,application/json,35043.19414665688,1.0,3843.0,17.009459637142857,0.6695635520905266,0.0075479882894485305,2.0,False,False,0.0,0.17993101963196506,internal,standard,recent,benign,,synth-0
4269242.6,.cfg,text/csv,192195.021956813,1.0,923.8,18.51660164746577,0.7186185214383438,0.013038004573247067,3.0,False,False,2.5999999999999996,0.16959174032815402,internal,standard,recent,benign,,synth-1
3943039.0,.txt,text/csv,112639.89663562382,0.85,205.0,18.401726825820575,0.7446086401889928,0.16360889921349556,2.0,False,False,5.0,0.2078599667952563,internal,standard,archival,benign,,synth-2
4366892.0,.cfg,application/json,24180.601543172248,1.0,1961.0,15.159706440249249,0.531877718030078,0.01218192030097543,3.0,False,False,19.0,0.04836496795975437,internal,standard,archival,benign,,synth-3
339196.0,.txt,application/json,210974.7915034914,1.0,1093.0,19.178577106659755,0.7751505903915703,0.016006813735030826,3.0,False,False,18.0,0.1760780791594028,internal,elevated,recent,benign,,synth-4
4206826.0,.log,application/json,54200.6679249391,1.0,2812.0,20.26729975560384,0.7532193001131684,8.749206173819913e-05,4.0,False,False,17.0,0.08824925403533407,internal,standard,archival,benign,,synth-5
4387000.0,.csv,application/octet-stream,79739.79494944384,0.85,1034.0,33.76237519636712,0.6644167501412326,0.1544467283570954,3.0,False,False,0.0,0.2546930253202799,internal,elevated,archival,benign,,synth-6
1322316.0,.csv,text/csv,160165.0190823178,1.0,1378.0,26.3503213086617,0.5816742510864289,0.011620846771013233,3.0,False,False,3.0,0.05587904166562685,internal,elevated,recent,benign,,synth-7
964022.0,.log,application/json,92792.66054985469,0.85,275.0,20.895457651108362,0.7045960469701519,0.1526448697203362,1.0,False,False,3.0,0.16365110386112788,internal,elevated,archival,benign,,synth-8
368157.0,.csv,text/plain,121879.31104628941,1.0,738.0,12.68463944913516,0.8230196647106867,0.010950287376088661,2.0,False,False,11.0,0.1786734870296364,internal,elevated,archival,benign,,synth-9
4059855.0,.log,text/plain,42122.574223529555,1.0,1901.0,19.077793054597443,0.7551110553988523,0.006831597857810592,2.0,False,False,5.0,0.17318846351904224,web,elevated,recent,benign,,synth-10
5018752.0,.txt,text/csv,81910.92634903193,1.0,1397.0,18.433680682709905,0.7614488266687962,0.00937367710221695,2.0,False,False,6.0,0.17500718514894087,web,elevated,archival,benign,,synth-11
3115121.0,.txt,text/plain,89914.07862470421,1.0,181.0,22.732814195637665,0.7453575465819658,0.001697498602711458,1.0,False,False,14.0,0.197786629963446,internal,elevated,archival,benign,,synth-12
3195572.0,.csv,text/plain,141095.7053965254,1.0,2983.0,30.568339435507525,0.6953500599731183,0.01433930928086373,3.0,False,False,15.0,0.10939091177762486,internal,standard,recent,benign,,synth-13
3651760.0,.log,text/csv,168296.39845932438,1.0,3938.0,19.631172412186455,0.7597047690014922,0.005150856632586072,3.0,False,False,12.0,0.05581766955639403,internal,elevated,recent,benign,,synth-14
212821.2,.cfg,application/json,52988.878111201746,1.0,1125.8,15.549738643957465,0.7579692405913732,0.012245904845027302,2.1999999999999997,False,False,17.6,0.19454321911239833,internal,standard,archival,benign,,synth-15
4088614.0,.csv,text/csv,196519.45367522683,1.0,1976.0,19.376223714818472,0.6285818053792968,0.0032403464563719522,1.0,False,False,19.0,0.11094082079286374,web,standard,recent,benign,,synth-16
5090840.0,.csv,text/csv,37012.27449477025,1.0,1423.0,11.574568097433096,0.8811040619888079,0.005004186083213072,2.0,False,False,2.0,0.20874032416620325,internal,standard,recent,benign,,synth-17
688970.0,.csv,text/csv,19032.779737492674,1.0,3102.0,24.15367117932507,0.6538042711438476,0.002935675848266628,4.0,False,False,9.0,0.020778682772580437,web,elevated,recent,benign,,synth-18
5127946.0,.csv,application/json,100710.23507199757,1.0,723.0,25.489319681471148,0.5451148460769084,0.01982858410774586,3.0,True,False,20.0,0.005586441431830597,internal,standard,recent,benign,,synth-19
3691508.0,.log,text/plain,126488.1273326581,1.0,2141.0,21.64368434487056,0.7817720336799936,0.016189268726143072,2.0,False,False,8.0,0.02972408214013167,web,elevated,archival,benign,,synth-20
1501314.0,.cfg,text/plain,35147.69336066542,1.0,1445.0,12.543368764555392,0.8854593062113539,0.015039110057426452,4.0,False,False,11.0,0.2300470832170559,web,standard,recent,benign,,synth-21
2503697.0,.csv,application/json,225282.79490447784,1.0,536.0,19.083259805125195,0.5506859605149115,0.0017096175635784227,3.0,False,False,19.0,0.16714838640968296,internal,standard,recent,benign,,synth-22
4039881.0,.log,text/plain,141763.40088635052,1.0,2877.0,26.0441418748838,0.5129694355069876,0.005048739447950408,2.0,True,False,15.0,0.17001809661030082,internal,standard,archival,benign,,synth-23
4233224.0,.csv,text/plain,21901.32009295294,1.0,1833.0,14.962187731725606,0.6437105646306142,0.01837809370205082,1.0,False,False,9.0,0.2036318972829555,internal,elevated,archival,benign,,synth-24
482348.0,.log,text/csv,102707.0172525079,1.0,1034.0,17.020903140073944,0.6222880528146483,0.017881973118174285,2.0,False,False,3.0,0.24283950468194082,internal,elevated,recent,benign,,synth-25
3138201.0,.csv,text/plain,58080.27255008559,1.0,79.0,21.260962397443382,0.5698271536799862,0.003552875389825316,2.0,False,False,4.0,0.10978342734243524,internal,standard,archival,benign,,synth-26
2311347.0,.csv,text/plain,166367.08005010255,1.0,3947.0,22.47049674063004,0.6250676254053535,0.011851131034232115,3.0,False,False,17.0,0.02581333646333231,internal,elevated,archival,benign,,synth-27
1928552.0,.cfg,application/json,71840.18554434151,1.0,1234.0,20.383881002596215,0.690983058999274,0.013428580372815274,3.0,False,False,3.0,0.1830508220828854,internal,standard,recent,benign,,synth-28
4404475.0,.csv,text/plain,93923.44594260321,1.0,184.0,21.68841512121772,0.5999340994117901,0.00830602466012175,3.0,False,False,12.0,0.20526456245121025,web,standard,archival,benign,,synth-29
3746389.0,.csv,application/json,86169.51708624717,1.0,1802.6,22.933528018630565,0.6912927911683967,0.004646249404829112,2.8,False,False,8.399999999999999,0.1871782566052148,internal,standard,archival,benign,,synth-30
1960626.0,.csv,application/json,13063.542815044784,1.0,3534.0,17.089113242219348,0.6838024919158873,0.005106361221134714,3.0,False,False,18.0,0.047040035256605606,internal,elevated,recent,benign,,synth-31
4201152.0,.cfg,text/csv,164356.49043733772,1.0,761.0,19.58240581587566,0.6776394236533982,0.014215513193071731,2.0,True,False,11.0,0.17721304569299046,web,standard,archival,benign,,synth-32
2613000.0,.csv,application/json,25393.431124861316,1.0,3822.0,21.41403000973955,0.5497437203418267,0.006493823709681093,4.0,False,False,9.0,0.1335596602865538,internal,standard,archival,benign,,synth-33
3172237.4000000004,.csv,text/plain,76859.22735892065,1.0,3081.0,18.916766711249636,0.7745894729858467,0.012589332061525378,2.5999999999999996,False,True,10.399999999999999,0.07805496524388743,web,elevated,recent,benign,,synth-34
590138.0,.txt,application/json,105052.08365933722,1.0,150.0,20.969949276914924,0.7790244021139012,0.00047129646818140804,2.0,False,False,14.0,0.16489801223408365,internal,standard,recent,benign,,synth-35
